Species,English name,Family,Species_qts
Glaucosoma buergeri,Deepsea jewfish,Glaucosomatidae,"""Glaucosoma buergeri"""
Glaucosoma hebraicum,West Australian dhufish,Glaucosomatidae,"""Glaucosoma hebraicum"""
Glaucostegus cemiculus,Blackchin guitarfish,Glaucostegidae,"""Glaucostegus cemiculus"""
Glossanodon semifasciatus,Deep-sea smelt,Argentinidae,"""Glossanodon semifasciatus"""
Glossogobius giuris,Tank goby,Gobiidae,"""Glossogobius giuris"""
Glyptocephalus cynoglossus,Witch flounder,Pleuronectidae,"""Glyptocephalus cynoglossus"""
Glyptocephalus kitaharae,Willowy flounder,Pleuronectidae,"""Glyptocephalus kitaharae"""
Glyptocephalus stelleri,Blackfin flounder,Pleuronectidae,"""Glyptocephalus stelleri"""
Glyptocephalus zachirus,Rex sole,Pleuronectidae,"""Glyptocephalus zachirus"""
Glyptosternon maculatum,,Sisoridae,"""Glyptosternon maculatum"""
Gnathanodon speciosus,Golden trevally,Carangidae,"""Gnathanodon speciosus"""
Gnathopogon strigatus,Manchurian gudgeon,Gobionidae,"""Gnathopogon strigatus"""
Gobiesox rhessodon,California clingfish,Gobiesocidae,"""Gobiesox rhessodon"""
Gobio cynocephalus,Siberian gudgeon,Gobionidae,"""Gobio cynocephalus"""
Gobio gobio,Gudgeon,Gobionidae,"""Gobio gobio"""
Gobio soldatovi,Soldatov's gudgeon,Gobionidae,"""Gobio soldatovi"""
Gobiobotia pappenheimi,Eightbarbel gudgeon,Gobionidae,"""Gobiobotia pappenheimi"""
Gobiomorphus breviceps,Upland bully,Eleotridae,"""Gobiomorphus breviceps"""
Gobionellus microdon,Estuary goby,Gobiidae,"""Gobionellus microdon"""
Gobionotothen gibberifrons,Humped rockcod,Nototheniidae,"""Gobionotothen gibberifrons"""
Gobiosoma robustum,Code goby,Gobiidae,"""Gobiosoma robustum"""
Gobius cobitis,Giant goby,Gobiidae,"""Gobius cobitis"""
Gobius niger,Black goby,Gobiidae,"""Gobius niger"""
Gobius ophiocephalus,Grass goby,Gobiidae,"""Gobius ophiocephalus"""
Gobius paganellus,Rock goby,Gobiidae,"""Gobius paganellus"""
Gobius vittatus,Striped goby,Gobiidae,"""Gobius vittatus"""
Gracilimugil argenteus,Flat-tail mullet,Mugilidae,"""Gracilimugil argenteus"""
Gudusia chapra,Indian river shad,Dorosomatidae,"""Gudusia chapra"""
Gymnapistes marmoratus,Soldier,Tetrarogidae,"""Gymnapistes marmoratus"""
Gymnarchus niloticus,Aba,Gymnarchidae,"""Gymnarchus niloticus"""
Gymnelus viridis,Fish doctor,Zoarcidae,"""Gymnelus viridis"""
Gymnocanthus detrisus,,Cottidae,"""Gymnocanthus detrisus"""
Gymnocanthus galeatus,Armorhead sculpin,Cottidae,"""Gymnocanthus galeatus"""
Gymnocanthus herzensteini,,Cottidae,"""Gymnocanthus herzensteini"""
Gymnocanthus pistilliger,Threaded sculpin,Cottidae,"""Gymnocanthus pistilliger"""
Gymnocanthus tricuspis,Arctic staghorn sculpin,Cottidae,"""Gymnocanthus tricuspis"""
Gymnocephalus cernua,Ruffe,Percidae,"""Gymnocephalus cernua"""
Gymnocephalus schraetser,Schraetzer,Percidae,"""Gymnocephalus schraetser"""
Gymnocharacinus bergii,Naked characin,Characidae,"""Gymnocharacinus bergii"""
Gymnocranius audleyi,Collared large-eye bream,Lethrinidae,"""Gymnocranius audleyi"""
Gymnocranius euanus,Japanese large-eye bream,Lethrinidae,"""Gymnocranius euanus"""
Gymnocranius grandoculis,Blue-lined large-eye bream,Lethrinidae,"""Gymnocranius grandoculis"""
Gymnocranius griseus,Grey large-eye bream,Lethrinidae,"""Gymnocranius griseus"""
Gymnocypris eckloni,,Cyprinidae,"""Gymnocypris eckloni"""
Gymnocypris firmispinatus,,Cyprinidae,"""Gymnocypris firmispinatus"""
Gymnocypris przewalskii,,Cyprinidae,"""Gymnocypris przewalskii"""
Gymnoscopelus braueri,Brauer’s lanternfish,Myctophidae,"""Gymnoscopelus braueri"""
Gymnotus carapo,Banded knifefish,Gymnotidae,"""Gymnotus carapo"""
Haemulon album,White margate,Haemulidae,"""Haemulon album"""
Haemulon aurolineatum,Tomtate grunt,Haemulidae,"""Haemulon aurolineatum"""
Haemulon bonariense,Black grunt,Haemulidae,"""Haemulon bonariense"""
Haemulon flaviguttatum,Yellowspotted grunt,Haemulidae,"""Haemulon flaviguttatum"""
Haemulon flavolineatum,French grunt,Haemulidae,"""Haemulon flavolineatum"""
Haemulon maculicauda,Spottail grunt,Haemulidae,"""Haemulon maculicauda"""
Haemulon melanurum,Cottonwick grunt,Haemulidae,"""Haemulon melanurum"""
Haemulon parra,Sailor's grunt,Haemulidae,"""Haemulon parra"""
Haemulon plumierii,White grunt,Haemulidae,"""Haemulon plumierii"""
Haemulon sciurus,Bluestriped grunt,Haemulidae,"""Haemulon sciurus"""
Haemulon sexfasciatum,Greybar grunt,Haemulidae,"""Haemulon sexfasciatum"""
Haemulon steindachneri,Chere-chere grunt,Haemulidae,"""Haemulon steindachneri"""
Haemulopsis corvinaeformis,Roughneck grunt,Haemulidae,"""Haemulopsis corvinaeformis"""
Halichoeres hortulanus,Checkerboard wrasse,Labridae,"""Halichoeres hortulanus"""
Halichoeres marginatus,Dusky wrasse,Labridae,"""Halichoeres marginatus"""
Halichoeres radiatus,Puddingwife wrasse,Labridae,"""Halichoeres radiatus"""
Halichoeres scapularis,Zigzag wrasse,Labridae,"""Halichoeres scapularis"""
Halosauropsis macrochir,Abyssal halosaur,Halosauridae,"""Halosauropsis macrochir"""
Hampala macrolepidota,Hampala barb,Cyprinidae,"""Hampala macrolepidota"""
Haplochromis macconneli,,Cichlidae,"""Haplochromis macconneli"""
Harengula clupeola,False herring,Dorosomatidae,"""Harengula clupeola"""
Harengula humeralis,Redear herring,Dorosomatidae,"""Harengula humeralis"""
Harengula jaguana,Scaled herring,Dorosomatidae,"""Harengula jaguana"""
Harpadon microchir,,Synodontidae,"""Harpadon microchir"""
Harpadon nehereus,Bombay-duck,Synodontidae,"""Harpadon nehereus"""
Harpagifer antarcticus,Antarctic spiny plunderfish,Harpagiferidae,"""Harpagifer antarcticus"""
Harpagifer bispinis,Magellan plunderfish,Harpagiferidae,"""Harpagifer bispinis"""
Helicolenus dactylopterus,Blackbelly rosefish,Sebastidae,"""Helicolenus dactylopterus"""
Helicolenus lahillei,,Sebastidae,"""Helicolenus lahillei"""
Helicolenus percoides,Red gurnard perch,Sebastidae,"""Helicolenus percoides"""
Helostoma temminckii,Kissing gourami,Helostomatidae,"""Helostoma temminckii"""
Hemerocoetes monopterygius,Opalfish,Hemerocoetidae,"""Hemerocoetes monopterygius"""
Hemibagrus baramensis,,Bagridae,"""Hemibagrus baramensis"""
Hemibarbus labeo,Barbel steed,Gobionidae,"""Hemibarbus labeo"""
Hemichromis fasciatus,Banded jewelfish,Cichlidae,"""Hemichromis fasciatus"""
Hemiculter leucisculus,Sharpbelly,Xenocyprididae,"""Hemiculter leucisculus"""
Hemiculter lucidus,Ussuri sharpbelly,Xenocyprididae,"""Hemiculter lucidus"""
Hemilepidotus jordani,Yellow Irish lord,Cottidae,"""Hemilepidotus jordani"""
Hemilepidotus zapus,Longfin Irish lord,Cottidae,"""Hemilepidotus zapus"""
Hemiramphus brasiliensis,Ballyhoo halfbeak,Hemiramphidae,"""Hemiramphus brasiliensis"""
Hemiramphus convexus,Halfbeak,Hemiramphidae,"""Hemiramphus convexus"""
Hemisorubim platyrhynchos,Porthole shovelnose catfish,Pimelodidae,"""Hemisorubim platyrhynchos"""
Hemitriakis indroyonoi,Indonesian Houndshark,Triakidae,"""Hemitriakis indroyonoi"""
Hemitripterus bolini,Bigmouth sculpin,Agonidae,"""Hemitripterus bolini"""
Hemitrygon akajei,Whip stingray,Dasyatidae,"""Hemitrygon akajei"""
Henicorhynchus siamensis,Siamese mud carp,Cyprinidae,"""Henicorhynchus siamensis"""
Hepsetus cuvieri,Southern African Pike,Hepsetidae,"""Hepsetus cuvieri"""
Hepsetus odoe,,Hepsetidae,"""Hepsetus odoe"""
Herklotsichthys quadrimaculatus,Bluestripe herring,Dorosomatidae,"""Herklotsichthys quadrimaculatus"""
Hesperoleucus symmetricus,California roach,Leuciscidae,"""Hesperoleucus symmetricus"""
Heterobranchus longifilis,Sampa,Clariidae,"""Heterobranchus longifilis"""
Heterodontus portusjacksoni,Port Jackson shark,Heterodontidae,"""Heterodontus portusjacksoni"""
Heteropneustes fossilis,Stinging catfish,Heteropneustidae,"""Heteropneustes fossilis"""
Heterostichus rostratus,Giant kelpfish,Clinidae,"""Heterostichus rostratus"""
Heterotis niloticus,African bonytongue,Arapaimidae,"""Heterotis niloticus"""
Hexagrammos agrammus,Spotty-bellied greenling,Hexagrammidae,"""Hexagrammos agrammus"""
Hexagrammos otakii,Fat greenling,Hexagrammidae,"""Hexagrammos otakii"""
Hilsa kelee,Kelee shad,Dorosomatidae,"""Hilsa kelee"""
Hiodon alosoides,Goldeye,Hiodontidae,"""Hiodon alosoides"""
Hiodon tergisus,Mooneye,Hiodontidae,"""Hiodon tergisus"""
Hippocampus comes,Tiger tail seahorse,Syngnathidae,"""Hippocampus comes"""
Hippocampus erectus,Lined seahorse,Syngnathidae,"""Hippocampus erectus"""
Hippocampus guttulatus,Long-snouted seahorse,Syngnathidae,"""Hippocampus guttulatus"""
Hippocampus hippocampus,Short snouted seahorse,Syngnathidae,"""Hippocampus hippocampus"""
Hippocampus kuda,Spotted seahorse,Syngnathidae,"""Hippocampus kuda"""
Hippocampus reidi,Longsnout seahorse,Syngnathidae,"""Hippocampus reidi"""
Hippocampus trimaculatus,Longnose seahorse,Syngnathidae,"""Hippocampus trimaculatus"""
Hippocampus whitei,White's seahorse,Syngnathidae,"""Hippocampus whitei"""
Hippocampus zosterae,Dwarf seahorse,Syngnathidae,"""Hippocampus zosterae"""
Hippoglossina stomata,Bigmouth flounder,Paralichthyidae,"""Hippoglossina stomata"""
Hippoglossoides dubius,Flathead flounder,Pleuronectidae,"""Hippoglossoides dubius"""
Hippoglossoides elassodon,Flathead sole,Pleuronectidae,"""Hippoglossoides elassodon"""
Hippoglossoides platessoides,American plaice,Pleuronectidae,"""Hippoglossoides platessoides"""
Hippoglossoides robustus,Bering flounder,Pleuronectidae,"""Hippoglossoides robustus"""
Hippoglossus hippoglossus,Atlantic halibut,Pleuronectidae,"""Hippoglossus hippoglossus"""
Hippoglossus stenolepis,Pacific halibut,Pleuronectidae,"""Hippoglossus stenolepis"""
Hipposcarus harid,Candelamoa parrotfish,Scaridae,"""Hipposcarus harid"""
Hipposcarus longiceps,Pacific longnose parrotfish,Scaridae,"""Hipposcarus longiceps"""
Hirundichthys affinis,Fourwing flyingfish,Exocoetidae,"""Hirundichthys affinis"""
Hirundichthys oxycephalus,Bony flyingfish,Exocoetidae,"""Hirundichthys oxycephalus"""
Histiobranchus bathybius,Deep-water arrowtooth eel,Synaphobranchidae,"""Histiobranchus bathybius"""
Holacanthus passer,King angelfish,Pomacanthidae,"""Holacanthus passer"""
Holocentrus adscensionis,Squirrelfish,Holocentridae,"""Holocentrus adscensionis"""
Holocentrus rufus,Longspine squirrelfish,Holocentridae,"""Holocentrus rufus"""
Hoplias malabaricus,Trahira,Erythrinidae,"""Hoplias malabaricus"""
Hoplosternum littorale,Atipa,Callichthyidae,"""Hoplosternum littorale"""
Hoplostethus atlanticus,Orange roughy,Trachichthyidae,"""Hoplostethus atlanticus"""
Hoplostethus mediterraneus,Mediterranean slimehead,Trachichthyidae,"""Hoplostethus mediterraneus"""
Horabagrus brachysoma,Günther's catfish,Horabagridae,"""Horabagrus brachysoma"""
Howella brodiei,Pelagic basslet,Howellidae,"""Howella brodiei"""
Hucho hucho,Huchen,Salmonidae,"""Hucho hucho"""
Hucho taimen,Taimen,Salmonidae,"""Hucho taimen"""
Huso dauricus,Kaluga,Acipenseridae,"""Huso dauricus"""
Huso huso,Beluga,Acipenseridae,"""Huso huso"""
Hybognathus nuchalis,Mississippi silvery minnow,Leuciscidae,"""Hybognathus nuchalis"""
Hydrocynus forskahlii,Elongate tigerfish,Alestidae,"""Hydrocynus forskahlii"""
Hydrocynus vittatus,Tiger fish,Alestidae,"""Hydrocynus vittatus"""
Hydrolagus colliei,Spotted ratfish,Chimaeridae,"""Hydrolagus colliei"""
Hymenocephalus italicus,Glasshead grenadier,Macrouridae,"""Hymenocephalus italicus"""
Hypanus dipterurus,Diamond stingray,Dasyatidae,"""Hypanus dipterurus"""
Hypanus sabinus,Atlantic stingray,Dasyatidae,"""Hypanus sabinus"""
Hyperoglyphe antarctica,Bluenose warehou,Centrolophidae,"""Hyperoglyphe antarctica"""
Hyperoplus lanceolatus,Great sandeel,Ammodytidae,"""Hyperoplus lanceolatus"""
Hyperprosopon anale,Spotfin surfperch,Embiotocidae,"""Hyperprosopon anale"""
Hypomesus olidus,Pond smelt,Osmeridae,"""Hypomesus olidus"""
Hypophthalmichthys molitrix,Silver carp,Xenocyprididae,"""Hypophthalmichthys molitrix"""
Hypophthalmichthys nobilis,Bighead carp,Xenocyprididae,"""Hypophthalmichthys nobilis"""
Hypophthalmus edentatus,Highwaterman catfish,Pimelodidae,"""Hypophthalmus edentatus"""
Hypophthalmus marginatus,,Pimelodidae,"""Hypophthalmus marginatus"""
Hypoptychus dybowskii,Korean sandlance,Hypoptychidae,"""Hypoptychus dybowskii"""
Hyporhamphus australis,Eastern sea garfish,Hemiramphidae,"""Hyporhamphus australis"""
Hyporhamphus intermedius,Asian pencil halfbeak,Hemiramphidae,"""Hyporhamphus intermedius"""
Hyporhamphus limbatus,Congaturi halfbeak,Hemiramphidae,"""Hyporhamphus limbatus"""
Hyporhamphus melanochir,Southern garfish,Hemiramphidae,"""Hyporhamphus melanochir"""
Hyporhamphus regularis,River garfish,Hemiramphidae,"""Hyporhamphus regularis"""
Hyporhamphus unifasciatus,Common halfbeak,Hemiramphidae,"""Hyporhamphus unifasciatus"""
Hyporthodus cifuentesi,Olive grouper,Epinephelidae,"""Hyporthodus cifuentesi"""
Hyporthodus flavolimbatus,Yellowedge grouper,Epinephelidae,"""Hyporthodus flavolimbatus"""
Hyporthodus nigritus,Warsaw grouper,Epinephelidae,"""Hyporthodus nigritus"""
Hyporthodus niveatus,Snowy grouper,Epinephelidae,"""Hyporthodus niveatus"""
Hyporthodus octofasciatus,Eightbar grouper,Epinephelidae,"""Hyporthodus octofasciatus"""
Hyporthodus quernus,Hawaiian grouper,Epinephelidae,"""Hyporthodus quernus"""
Hypostomus albopunctatus,,Loricariidae,"""Hypostomus albopunctatus"""
Hypsypops rubicundus,Garibaldi damselfish,Pomacentridae,"""Hypsypops rubicundus"""
Iago omanensis,Bigeye houndshark,Triakidae,"""Iago omanensis"""
Iberochondrostoma lemmingii,,Leuciscidae,"""Iberochondrostoma lemmingii"""
Icelus canaliculatus,Blacknose sculpin,Cottidae,"""Icelus canaliculatus"""
Icelus perminovi,Scaly-belly sculpin,Cottidae,"""Icelus perminovi"""
Icelus spiniger,Thorny sculpin,Cottidae,"""Icelus spiniger"""
Ichthyborus besse,,Distichodontidae,"""Ichthyborus besse"""
Ichthyomyzon greeleyi,Mountain brook lamprey,Petromyzontidae,"""Ichthyomyzon greeleyi"""
Icosteus aenigmaticus,Ragfish,Icosteidae,"""Icosteus aenigmaticus"""
Ictalurus furcatus,Blue catfish,Ictaluridae,"""Ictalurus furcatus"""
Ictalurus punctatus,Channel catfish,Ictaluridae,"""Ictalurus punctatus"""
Ictiobus cyprinellus,Bigmouth buffalo,Catostomidae,"""Ictiobus cyprinellus"""
Idiacanthus antrostomus,Pacific blackdragon,Stomiidae,"""Idiacanthus antrostomus"""
Ilisha africana,West African ilisha,Pristigasteridae,"""Ilisha africana"""
Ilisha elongata,Elongate ilisha,Pristigasteridae,"""Ilisha elongata"""
Ilisha filigera,Coromandel ilisha,Pristigasteridae,"""Ilisha filigera"""
Indonotothenia cyanobrancha,Blue rockcod,Nototheniidae,"""Indonotothenia cyanobrancha"""
Inimicus japonicus,,Synanceiidae,"""Inimicus japonicus"""
Isogomphodon oxyrhynchus,Daggernose shark,Carcharhinidae,"""Isogomphodon oxyrhynchus"""
Isopsetta isolepis,Butter sole,Pleuronectidae,"""Isopsetta isolepis"""
Istigobius goldmanni,Goldman's goby,Gobiidae,"""Istigobius goldmanni"""
Istiompax indica,Black marlin,Istiophoridae,"""Istiompax indica"""
Istiophorus albicans,Atlantic sailfish,Istiophoridae,"""Istiophorus albicans"""
Istiophorus platypterus,Indo-Pacific sailfish,Istiophoridae,"""Istiophorus platypterus"""
Isurus oxyrinchus,Shortfin mako,Lamnidae,"""Isurus oxyrinchus"""
Jaydia lineata,Indian perch,Apogonidae,"""Jaydia lineata"""
Jenkinsia lamprotaenia,Dwarf round herring,Spratelloididae,"""Jenkinsia lamprotaenia"""
Jenynsia lineata,Onesided livebearer,Anablepidae,"""Jenynsia lineata"""
Johnius borneensis,Sharpnose hammer croaker,Sciaenidae,"""Johnius borneensis"""
Johnius carutta,Karut croaker,Sciaenidae,"""Johnius carutta"""
Johnius coitor,Coitor croaker,Sciaenidae,"""Johnius coitor"""
Johnius dussumieri,Sin croaker,Sciaenidae,"""Johnius dussumieri"""
Johnius glaucus,Pale spotfin croaker,Sciaenidae,"""Johnius glaucus"""
Johnius macrorhynus,Big-snout croaker,Sciaenidae,"""Johnius macrorhynus"""
Kaiwarinus equula,Whitefin trevally,Carangidae,"""Kaiwarinus equula"""
Kajikia albida,Atlantic white marlin,Istiophoridae,"""Kajikia albida"""
Kajikia audax,Striped marlin,Istiophoridae,"""Kajikia audax"""
Kali kerberti,,Chiasmodontidae,"""Kali kerberti"""
Karalepis stewarti,Scaly-headed triplefin,Tripterygiidae,"""Karalepis stewarti"""
Karalla daura,Goldstripe ponyfish,Leiognathidae,"""Karalla daura"""
Kathetostoma averruncus,Smooth stargazer,Uranoscopidae,"""Kathetostoma averruncus"""
Kathetostoma giganteum,Giant stargazer,Uranoscopidae,"""Kathetostoma giganteum"""
Katsuwonus pelamis,Skipjack tuna,Scombridae,"""Katsuwonus pelamis"""
Knipowitschia caucasica,Caucasian dwarf goby,Gobiidae,"""Knipowitschia caucasica"""
Knipowitschia croatica,Neretva dwarf goby,Gobiidae,"""Knipowitschia croatica"""
Knipowitschia longecaudata,Longtail dwarf goby,Gobiidae,"""Knipowitschia longecaudata"""
Knipowitschia milleri,Acheron spring goby,Gobiidae,"""Knipowitschia milleri"""
Konosirus punctatus,Dotted gizzard shad,Dorosomatidae,"""Konosirus punctatus"""
Krefftichthys anderssoni,Rhombic lanternfish,Myctophidae,"""Krefftichthys anderssoni"""
Kuhlia sandvicensis,Hawaiian flagtail,Kuhliidae,"""Kuhlia sandvicensis"""
Kyphosus cinerascens,Blue sea chub,Kyphosidae,"""Kyphosus cinerascens"""
Labeo bata,Bata,Cyprinidae,"""Labeo bata"""
Labeo boggut,Boggut labeo,Cyprinidae,"""Labeo boggut"""
Labeo calbasu,Orangefin labeo,Cyprinidae,"""Labeo calbasu"""
Labeo catla,Catla,Cyprinidae,"""Labeo catla"""
Labeo chrysophekadion,Black sharkminnow,Cyprinidae,"""Labeo chrysophekadion"""
Labeo coubie,African carp,Cyprinidae,"""Labeo coubie"""
Labeo dussumieri,Common labeo,Cyprinidae,"""Labeo dussumieri"""
Labeo fimbriatus,Fringed-lipped peninsula carp,Cyprinidae,"""Labeo fimbriatus"""
Labeo gonius,Kuria labeo,Cyprinidae,"""Labeo gonius"""
Labeo horie,,Cyprinidae,"""Labeo horie"""
Labeo lunatus,Upper Zambezi labeo,Cyprinidae,"""Labeo lunatus"""
Labeo niloticus,Nile labeo,Cyprinidae,"""Labeo niloticus"""
Labeo rohita,Roho labeo,Cyprinidae,"""Labeo rohita"""
Labeo senegalensis,,Cyprinidae,"""Labeo senegalensis"""
Labeobarbus aeneus,Smallmouth yellowfish,Cyprinidae,"""Labeobarbus aeneus"""
Labeobarbus bynni,Niger barb,Cyprinidae,"""Labeobarbus bynni"""
Labeobarbus kimberleyensis,Largemouth yellowfish,Cyprinidae,"""Labeobarbus kimberleyensis"""
Labidesthes sicculus,Brook silverside,Atherinopsidae,"""Labidesthes sicculus"""
Labrus bergylta,Ballan wrasse,Labridae,"""Labrus bergylta"""
Labrus merula,Brown wrasse,Labridae,"""Labrus merula"""
Labrus mixtus,Cuckoo wrasse,Labridae,"""Labrus mixtus"""
Lachnolaimus maximus,Hogfish,Labridae,"""Lachnolaimus maximus"""
Lactarius lactarius,False trevally,Lactariidae,"""Lactarius lactarius"""
Ladislavia taczanowskii,Tachanovsky's gudgeon,Gobionidae,"""Ladislavia taczanowskii"""
Laemonema longipes,Longfin codling,Moridae,"""Laemonema longipes"""
Lagocephalus inermis,Smooth blaasop,Tetraodontidae,"""Lagocephalus inermis"""
Lagocephalus sceleratus,Silver-cheeked toadfish,Tetraodontidae,"""Lagocephalus sceleratus"""
Lagodon rhomboides,Pinfish,Sparidae,"""Lagodon rhomboides"""
Lamna ditropis,Salmon shark,Lamnidae,"""Lamna ditropis"""
Lamna nasus,Porbeagle,Lamnidae,"""Lamna nasus"""
Lampanyctodes hectoris,Hector's lanternfish,Myctophidae,"""Lampanyctodes hectoris"""
Lampanyctus macdonaldi,Rakery beaconlamp,Myctophidae,"""Lampanyctus macdonaldi"""
Lampanyctus regalis,Pinpoint lampfish,Myctophidae,"""Lampanyctus regalis"""
Lampanyctus ritteri,Broadfin lampfish,Myctophidae,"""Lampanyctus ritteri"""
Lampetra planeri,European brook lamprey,Petromyzontidae,"""Lampetra planeri"""
Lampris guttatus,Opah,Lampridae,"""Lampris guttatus"""
Larimichthys crocea,Large yellow croaker,Sciaenidae,"""Larimichthys crocea"""
Larimichthys polyactis,Yellow croaker,Sciaenidae,"""Larimichthys polyactis"""
Larimus breviceps,Shorthead drum,Sciaenidae,"""Larimus breviceps"""
Larimus fasciatus,Banded drum,Sciaenidae,"""Larimus fasciatus"""
Lateolabrax japonicus,Japanese seabass,Lateolabracidae,"""Lateolabrax japonicus"""
Lates angustifrons,Tanganyika lates,Latidae,"""Lates angustifrons"""
Lates calcarifer,Barramundi,Latidae,"""Lates calcarifer"""
Lates longispinis,Rudolf lates,Latidae,"""Lates longispinis"""
Lates mariae,Bigeye lates,Latidae,"""Lates mariae"""
Lates microlepis,Forktail lates,Latidae,"""Lates microlepis"""
Lates niloticus,Nile perch,Latidae,"""Lates niloticus"""
Lates stappersii,Sleek lates,Latidae,"""Lates stappersii"""
